"id","name","description"
"intrastat_03061691","03061691","Kozice vrste Crangon crangon, druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_03061699","03061699","Hladnovodne kozice (Pandalus spp.), druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_030617","030617","Druge kozice, zamrznjene"
"intrastat_03061710","03061710","Druge kozice, dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene, zamrznjene"
"intrastat_03061791","03061791","Rožnate kozice (Parapenaeus longirostris), druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_03061792","03061792","Kozice iz rodu Penaeus, druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_03061793","03061793","Kozice iz družine Pandalidae, razen iz rodu Pandalus, druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_03061794","03061794","Kozice iz rodu Crangon (razen vrste Crangon crangon in dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), zamrznjene"
"intrastat_03061799","03061799","Druge kozice, druge (razen dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene, zamrznjene) ostale, zamrznjene"
"intrastat_030619","030619","Raki, drugi, vključno moka, zdrob, peleti od rakov, primerni za človeško prehrano, zamrznjeni"
"intrastat_03061905","03061905","Raki, drugi, vključno moka, zdrob, peleti od rakov, primerni za človeško prehrano, dimljeni, v oklepu ali brez oklepa, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni, zamrznjeni"
"intrastat_03061910","03061910","Sladkovodni raki, zamrznjeni"
"intrastat_03061990","03061990","Raki, drugi, vključno moka, zdrob, peleti od rakov, primerni za človeško prehrano, zamrznjeni, drugi"
"intrastat_030621","030621","Rarogi (Palinurus spp., Panulirus spp., Jasus spp.), nezamrznjeni"
"intrastat_03062110","03062110","Rarogi (Palinurus spp., Panulirus spp., Jasus spp.), dimljeni, v oklepu ali brez oklepa, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni, nezamrznjeni"
"intrastat_03062190","03062190","Rarogi (Palinurus spp., Panulirus spp., Jasus spp.), drugi (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljenih), nezamrznjeni"
"intrastat_030622","030622","Jastogi, nezamrznjeni"
"intrastat_03062210","03062210","Jastogi, živi"
"intrastat_03062230","03062230","Jastogi (Homarus spp.), neživi, dimljeni, v oklepu ali brez oklepa, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni, nezamrznjeni"
"intrastat_03062291","03062291","Jastogi, drugi, celi, nezamrznjeni"
"intrastat_03062299","03062299","Jastogi, drugi, drugo, nezamrznjeni"
"intrastat_030624","030624","Rakovice, nezamrznjene"
"intrastat_03062410","03062410","Rakovice, dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene, nezamrznjene"
"intrastat_03062430","03062430","Rakovice vrste Cancer pagurus, nezamrznjene"
"intrastat_03062480","03062480","Rakovice druge, nezamrznjene"
"intrastat_030625","030625","Norveški jastogi (Nephrops norvegicus), nezamrznjeni"
"intrastat_03062510","03062510","Norveški jastogi (Nephrops norvegicus) dimljeni, v oklepu ali brez oklepa, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni, nezamrznjeni"
"intrastat_03062590","03062590","Norveški jastogi (Nephrops norvegicus), drugi (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljenih), nezamrznjeni"
"intrastat_030626","030626","Hladnovodne kozice (Pandalus spp., Crangon crangon), nezamrznjene"
"intrastat_03062610","03062610","Hladnovodne kozice (Pandalus spp., Crangon crangon), dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene, nezamrznjene"
"intrastat_03062631","03062631","Kozice vrste Crangon crangon, sveže ali ohlajene, ali kuhane v sopari ali vreli vodi, nezamrznjene"
"intrastat_03062639","03062639","Kozice vrste Crangon crangon, druge ( razen svežih ali ohlajenih, ali kuhanih v sopari ali vreli vodi, dimljnih), nezamrznjene"
"intrastat_03062690","03062690","Hladnovodne kozice (Pandalus spp.), druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), nezamrznjene"
"intrastat_030627","030627","Druge kozice, nezamrznjene"
"intrastat_03062710","03062710","Druge kozice, dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene, nezamrznjene"
"intrastat_03062791","03062791","Kozice iz družine Pandalidae, razen iz rodu Pandalus, druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), nezamrznjene"
"intrastat_03062795","03062795","Kozice iz rodu Crangon, razen vrste Crangon crangon, druge (razen dimljenih, v oklepu ali brez oklepa, termično obdelanih ali ne pred ali med procesom dimljenja, ne drugače pripravljene), nezamrznjene"
"intrastat_03062799","03062799","Druge kozice, druge (razen dimljene, v oklepu ali brez oklepa, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene), ostale"
"intrastat_030629","030629","Raki, drugi, vključno moka, zdrob, peleti od rakov, primerni za človeško prehrano, nezamrznjeni"
"intrastat_03062905","03062905","Drugo, vključno moka, zdrob in peleti iz rakov, primerni za človeško prehrano, dimljeno, v oklepu ali brez oklepa, termično obdelano ali ne pred ali med procesom dimljenja, ne drugače pripravljeno"
"intrastat_03062910","03062910","Sladkovodni raki, nezamrznjeni"
"intrastat_03062990","03062990","Raki, drugi, vključno moka, zdrob, peleti od rakov, primerni za človeško prehrano, nezamrznjeni, drugo"
"intrastat_0307","0307","Mehkužci v lupini ali brez lupine,živi,sveži,ohlajeni,zamrznjeni,sušeni,nasoljeni ali v slanici, dimljeni,prekajeni,v lupini ali brez,termično obdelani ali ne pred ali med procesom dimljenja,moka, zdrob in peleti iz mehkužcev,primerni za človeško prehrano"
"intrastat_030711","030711","Ostrige, žive, sveže, ohlajene"
"intrastat_03071110","03071110","Ostrige, ploščate ostrige (iz rodu Ostrea), žive, z maso (vključno z lupino) največ 40 g po kosu"
"intrastat_03071190","03071190","Ostrige, druge (razen ploščatih ostrig iz rodu Ostrea, živih, z maso (vključno z lupino) največ 40 g po kosu)"
"intrastat_030719","030719","Ostrige, druge (razen živih, svežih ali ohlajenih)"
"intrastat_03071910","03071910","Ostrige, dimljene, v lupini ali brez lupine, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03071990","03071990","Ostrige, druge, ostale"
"intrastat_03072100","03072100","Pokrovače rodu Pecten, Chlamys ali Placopecten, žive, sveže ali ohlajene"
"intrastat_030729","030729","Pokrovače iz rodu Pecten, Chlamys ali Placopecten, druge"
"intrastat_03072905","03072905","Pokrovače, iz rodu Pecten, Chlamys ali Placopecten, dimljene, v lupini ali brez lupine, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03072910","03072910","Grebenaste pokrovače (Pecten maximus), zamrznjene"
"intrastat_03072990","03072990","Pokrovače, druge, druge, zamrznjene"
"intrastat_030731","030731","Klapavice, žive, sveže ali ohlajene"
"intrastat_03073110","03073110","Klapavice Mytilus spp., žive, sveže ali ohlajene"
"intrastat_03073190","03073190","Klapavice Perna spp., žive, sveže ali ohlajene"
"intrastat_030739","030739","Klapavice, zamrznjene, sušene, nasoljene ali v slanici"
"intrastat_03073905","03073905","Klapavice (Mytilus spp., Perna spp.), dimljene, v lupini ali brez lupine, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03073910","03073910","Klapavice Mytilus spp., zamrznjene, sušene, nasoljene ali v slanici"
"intrastat_03073990","03073990","Klapavice Perna spp., zamrznjene, sušene, nasoljene ali v slanici"
"intrastat_030741","030741","Sipe in lignji, živi, sveži ali ohlajeni"
"intrastat_03074110","03074110","Sipe, žive, sveže ali ohlajene"
"intrastat_03074191","03074191","Lignji (Loligo spp., Ommastrephes sagittatus), živi, sveži ali ohlajeni"
"intrastat_03074199","03074199","Lignji, drugi, živi, sveži ali ohlajeni"
"intrastat_030749","030749","Sipe in lignji, drugi"
"intrastat_03074905","03074905","Sipe (Sepia officinalis, Rossia macrosoma, Sepiola spp.) in lignji (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), dimljeni, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni"
"intrastat_03074909","03074909","Sipe iz rodu Sepiola, sipice (Sepiola rondeleti), zamrznjene"
"intrastat_03074911","03074911","Sipe iz rodu Sepiola, druge, zamrznjene"
"intrastat_03074918","03074918","Sipe, druge, zamrznjene"
"intrastat_03074931","03074931","Lignji Loligo vulgaris, zamrznjeni"
"intrastat_03074933","03074933","Lignji Loligo pealei, zamrznjeni"
"intrastat_03074935","03074935","Lignji Loligo patagonica, zamrznjeni"
"intrastat_03074938","03074938","Lignji Loligo spp., drugi, zamrznjeni"
"intrastat_03074951","03074951","Lignji Ommastrephes sagittatus, zamrznjeni"
"intrastat_03074959","03074959","Lignji, drugi, zamrznjeni"
"intrastat_03074971","03074971","Sipe, sušene, nasoljene ali v slanici"
"intrastat_03074991","03074991","Lignji Loligo spp., Ommastrephes sagittatus, sušeni, nasoljeni ali v slanici"
"intrastat_03074999","03074999","Lignji, drugi, sušeni, nasoljeni ali v slanici"
"intrastat_03075100","03075100","Hobotnice, žive, sveže ali ohlajene"
"intrastat_030759","030759","Hobotnice, zamrznjene, sušene, nasoljene ali v slanici"
"intrastat_03075905","03075905","Hobotnice (Octopus spp.), dimljene, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03075910","03075910","Hobotnice, zamrznjene"
"intrastat_03075990","03075990","Hobotnice, sušene, nasoljene ali v slanici"
"intrastat_030760","030760","Polži, nemorski, v lupini ali brez lupine, živi, sveži, ohlajeni, zamrznjeni, sušeni, nasoljeni ali v slanici, dimljeni, prekajeni, moka , zdrom ali pelati primerni za človeško prehrano"
"intrastat_03076010","03076010","Polži, nemorski, dimljeni, v lupini ali brez lupine, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni"
"intrastat_03076090","03076090","Polži, nemorski, drugi (razen dimljenih, v lupini ali brez lupine, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni)"
"intrastat_03077100","03077100","Koritnice, srčanke in barčice (iz družin Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae in Veneridae), žive, sveže ali ohlajene"
"intrastat_030779","030779","Koritnice, srčanke in barčice (iz družin Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae in Veneridae), druge (razen živih, svežih ali ohlajenih)"
"intrastat_03077910","03077910","Koritnice, srčanke in barčice (iz družin Arcidae,Arcticidae,Cardiidae,Donacidae,Hiatellidae,Mactridae,Mesodesmatidae,Myidae,Semelidae,Solecurtidae,Solenidae,Tridacnidae in Veneridae),dimljene,v lupini ali brez,termično obdelane ali ne pred ali med procesom dimljenja,ne drugače pripravljene"
"intrastat_03077990","03077990","Koritnice, srčanke in barčice (iz družin Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae in Veneridae), druge, ostale"
"intrastat_03078100","03078100","Morska ušesa (Haliotis spp.), živa, sveža ali ohlajena"
"intrastat_030789","030789","Morska ušesa (Haliotis spp.), druga (razen živih, svežih ali ohlajenih)"
"intrastat_03078910","03078910","Morska ušesa (Haliotis spp.), dimljena, v lupini ali brez lupine, termično obdelana ali ne pred ali med procesom dimljenja, ne drugače pripravljena"
"intrastat_03078990","03078990","Morska ušesa (Haliotis spp.), druga (razen dimljena, v lupini ali brez lupine, termično obdelana ali ne pred ali med procesom dimljenja, ne drugače pripravljena)"
"intrastat_03079100","03079100","Mehkužci in drugi vodni nevretenčarji, drugi, živi, sveži ali ohlajeni"
"intrastat_030799","030799","Mehkužci in drugi vodni nevretenčarji, drugi, zamrznjeni, sušeni, nasoljeni ali v slanici"
"intrastat_03079910","03079910","Mehkužci, vključno moka, zdrob in pelati iz mehkužcev, primerni za človeško prehrano, dimljeni, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni"
"intrastat_03079911","03079911","Illex spp., zamrznjeni"
"intrastat_03079913","03079913","Navadna venerica in druge vrste iz družine Veneridae, zamrznjena"
"intrastat_03079917","03079917","Mehkužci, vključno moka, zdrob in pelati iz mehkužcev, primerni za človeško prehrano, drugi (razen Illex spp., navadnih veneric in drugih vrst iz družine Veneridae), zamrznjeni"
"intrastat_03079980","03079980","Mehkužci, vključno moka, zdrob in pelati iz mehkužcev, primerni za človeško prehrano, drugi (razen dimljenih, zamrznjenih), ostali"
"intrastat_0308","0308","Vodni nevretenčarji, razen rakov in mehkužcev,živi,sveži,ohlajeni,zamrznjeni,sušeni,nasoljeni ali v slanici,dimljeni, termično obdelani ali ne pred ali med procesom dimljenja, moka in peleti vodnih nevretenčarjev, razen rakov,primerni za človeško prehrano"
"intrastat_03081100","03081100","Morske kumare (Stichopus japonicus, Holothurioidea), žive, sveže ali ohlajene"
"intrastat_030819","030819","Morske kumare (Stichopus japonicus, Holothurioidea), druge (razen živih, svežih ali ohlajenih)"
"intrastat_03081910","03081910","Morske kumare (Stichopus japonicus, Holothurioidea), dimljene, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03081930","03081930","Morske kumare (Stichopus japonicus, Holothurioidea), zamrznjene"
"intrastat_03081990","03081990","Morske kumare (Stichopus japonicus, Holothurioidea), druge, ostale"
"intrastat_03082100","03082100","Morski ježki (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), živi, sveži ali ohlajeni"
"intrastat_030829","030829","Morski ježki (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), drugi ( razen živih, svežih ali ohlajenih)"
"intrastat_03082910","03082910","Morski ježki (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), dimljeni, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni"
"intrastat_03082930","03082930","Morski ježki (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), zamrznjeni"
"intrastat_03082990","03082990","Morski ježki (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), drugi, ostali"
"intrastat_030830","030830","Meduze (Rhopilema spp.), žive, sveže, ohlajene, zamrznjene, sušene, nasoljene ali v slanici, dimljene, termično obdelani ali ne pred ali med procesom dimljenja, moka in peleti, primerni za človeško prehrano"
"intrastat_03083010","03083010","Meduze (Rhopilema spp.), žive, sveže ali ohlajene"
"intrastat_03083030","03083030","Meduze (Rhopilema spp.), dimljene, termično obdelane ali ne pred ali med procesom dimljenja, ne drugače pripravljene"
"intrastat_03083050","03083050","Meduze (Rhopilema spp.), zamrznjene"
"intrastat_03083090","03083090","Meduze (Rhopilema spp.), druge"
"intrastat_030890","030890","Drugi vodni nevretenčarji, razen rakov in mehkužcev  živi,sveži,ohlajeni,zamrznjeni,sušeni,nasoljeni ali v slanici,dimljeni,termično obdelani ali ne pred ali med procesom dimljenja,moka in peleti drugih vodnih nevretenčarjev,primernih za človeško prehrano"
"intrastat_03089010","03089010","Drugi vodni nevretenčarji, razen rakov in mehkužcev, živi, sveži ali ohlajeni"
"intrastat_03089030","03089030","Drugi vodni nevretenčarji, razen rakov in mehkužcev,  dimljeni, termično obdelani ali ne pred ali med procesom dimljenja, ne drugače pripravljeni"
"intrastat_03089050","03089050","Drugi vodni nevretenčarji, razen rakov in mehkužcev,  zamrznjeni"
"intrastat_03089090","03089090","Drugi vodni nevretenčarji, razen rakov in mehkužcev,  drugi"
"intrastat_04","04","Mlečni izdelki, ptičja jajca, naravni med, užitni proizvodi živalskega izvora, ki niso navedeni in ne zajetni na drugem mestu"
"intrastat_0401","0401","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil"
"intrastat_040110","040110","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, z največ 1 mas.% maščobe"
"intrastat_04011010","04011010","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno dveh litrov, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, največ 1 mas.% maščobe"
"intrastat_04011090","04011090","Mleko in smetana, druga, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, največ 1 mas.% maščobe"
"intrastat_040120","040120","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, z več kot 1 do vključno 6 mas.% maščobe"
"intrastat_04012011","04012011","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno dveh litrov, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, od 1 mas.% do vključno 3 mas.% maščobe"
"intrastat_04012019","04012019","Mleko in smetana, druga, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, od 1 mas.% do vključno 3 mas.% maščobe"
"intrastat_04012091","04012091","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno dveh litrov, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, nad 3 mas.% maščobe do vključno 6 mas.%"
"intrastat_04012099","04012099","Mleko in smetana, druga, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, nad 3 mas.% maščobe do vključno 6 mas.%"
"intrastat_040140","040140","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, z več kot 6 do vključno 10 mas.% maščobe"
"intrastat_04014010","04014010","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 6 do vključno 10 mas.% maščobe, v izvirnem pakiranju z neto vsebino do vključno dveh litrov"
"intrastat_04014090","04014090","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 6  do vključno 10 mas.% maščobe, druga"
"intrastat_040150","040150","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, z več kot 10 mas.% maščobe"
"intrastat_04015011","04015011","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 10 do vključno 21 mas.% maščobe,  v izvirnem pakiranju z neto vsebino do vključno dveh litrov"
"intrastat_04015019","04015019","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 10  do vključno 21 mas.% maščobe, druga"
"intrastat_04015031","04015031","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 21 do vključno 45 mas.% maščobe, v izvirnem pakiranju z neto vsebino do vključno dveh litrov"
"intrastat_04015039","04015039","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 21  do vključno 45 mas.% maščobe, druga"
"intrastat_04015091","04015091","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 45 mas.% maščobe, v izvirnem pakiranju z neto vsebino do vključno dveh litrov"
"intrastat_04015099","04015099","Mleko in smetana, nekoncentrirana in brez dodatnega sladkorja ali drugih sladil, več kot 45 mas.% maščobe, druga"
"intrastat_0402","0402","Mleko in smetana, koncentrirana ali z dodatkom sladkorja ali drugih sladil"
"intrastat_040210","040210","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, z dodanim sladkorjem ali drugim sladilom, z največ 1,5 mas.% maščobe"
"intrastat_04021011","04021011","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah oblikah, v izvirnem pakiranju do 2,5 kg, brez dodatnega sladkorja ali drugih sladil, z največ 1,5 mas.% maščobe"
"intrastat_04021019","04021019","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, drugo, brez dodatnega sladkorja ali drugih sladil, z največ 1,5 mas.% maščobe"
"intrastat_04021091","04021091","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, drugo, z največ 1,5 mas.% maščobe"
"intrastat_04021099","04021099","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, drugo, z največ 1,5 mas.% maščobe"
"intrastat_040221","040221","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, brez dodatnega sladkorja ali drugih sladil, z več kot 1,5 mas.% maščobe"
"intrastat_04022111","04022111","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, v prahu, zrnih ali drugih trdnih oblikah, brez dodatnega sladkorja ali drugih sladil, več kot 1,5 mas.% do vključno 27 % maščobe"
"intrastat_04022118","04022118","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, brez dodatnega sladkorja ali drugih sladil, več kot 1,5 mas.% do vključno 27 % maščobe, druga"
"intrastat_04022191","04022191","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, v prahu, zrnih ali drugih trdnih oblikah, brez dodatnega sladkorja ali drugih sladil, maščobe nad 27 mas.%"
"intrastat_04022199","04022199","Mleko in smetana, druga, v prahu, zrnih ali drugih trdnih oblikah, brez dodatnega sladkorja, z vsebnostjo maščob nad 27 mas.%"
"intrastat_040229","040229","Mleko in smetana, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, z več kot 1,5 mas.% maščobe"
"intrastat_04022911","04022911","Mleko, za dojenčke, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, v hermetično zaprti embalaži z neto vsebino do 500 g, z vsebnostjo maščob več kot 10 mas.% do vključno 27 mas.%"
"intrastat_04022915","04022915","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, maščob do vključno 27 mas.%"
"intrastat_04022919","04022919","Mleko in smetana, druga, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, z vsebnostjo maščob do vključno 27 mas.%"
"intrastat_04022991","04022991","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, z vsebnostjo maščob več kot 27 mas.%"
"intrastat_04022999","04022999","Mleko in smetana, druga, v prahu, zrnih ali drugih trdnih oblikah, z dodatnim sladilom, z vsebnostjo maščob več kot 27 mas.%"
"intrastat_040291","040291","Mleko in smetana, brez dodatnega sladkorja ali drugih sladil"
"intrastat_04029110","04029110","Mleko in smetana, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob do vključno 8 mas %"
"intrastat_04029130","04029130","Mleko in smetana, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 8 mas % do vključno 10 mas %"
"intrastat_04029151","04029151","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 10 pa do vključno 45 mas.%"
"intrastat_04029159","04029159","Mleko in smetana, druga, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 10 mas.% pa do vključno 45 mas.%"
"intrastat_04029191","04029191","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 45 mas.%"
"intrastat_04029199","04029199","Mleko in smetana, druga, brez dodatnega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 45 mas.%"
"intrastat_040299","040299","Mleko in smetana, z dodanim sladkorjem, z več kot 1,5 mas.% maščobe"
"intrastat_04029910","04029910","Mleko in smetana, z dodatnim sladkorjem, z vsebnostjo maščob do vključno 9,5 mas %"
"intrastat_04029931","04029931","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, z dodatnim sladilom, z vsebnostjo maščob več kot 9,5 mas.% pa do vključno 45 mas.%"
"intrastat_04029939","04029939","Mleko in smetana, druga, z dodatnim sladilom, z vsebnostjo maščob več kot 9,5 mas.% pa do vključno 45 mas.%"
"intrastat_04029991","04029991","Mleko in smetana, v izvirnem pakiranju z neto vsebino do vključno 2,5 kg, z dodatnim sladilom, z vsebnostjo maščob, več kot 45 mas.%"
"intrastat_04029999","04029999","Mleko in smetana, druga, z dodatnim sladilom, z vsebnostjo maščob, več kot 45 mas.%"
"intrastat_0403","0403","Pinjenec, kislo mleko, smetana, jogurt, kefir, z dodatkom sladkorja, koncentrirano ali ne, s sadjem, kakavom ali brez"
"intrastat_040310","040310","Jogurt, z ali brez dodatnega sladila, sadja, kakava"
"intrastat_04031011","04031011","Jogurt, nearomatiziran ali brez dodanega sadja, oreščkov ali kakava, brez dodanega sladkorja ali drugih sladil, z vsebnostjo maščob do vključno 3 mas.%"
"intrastat_04031013","04031013","Jogurt, nearomatiziran ali brez dodanega sadja, oreškov ali kakava, brez dodanega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 3 mas.% pa do vključno 6 mas.%"
"intrastat_04031019","04031019","Jogurt, nearomatiziran ali brez dodanega sadja, oreškov ali kakava, brez dodanega sladkorja ali drugih sladil, z vsebnostjo maščob več kot 6 mas.%"
"intrastat_04031031","04031031","Jogurt, drugi, nearomatiziran ali brez dodanega sadja, oreškov ali kakava, z vsebnostjo maščob do vključno 3 mas.%"
"intrastat_04031033","04031033","Jogurt, drugi, nearomatiziran ali brez dodanega sadja, oreškov ali kakava, z vsebnostjo maščob več kot 3 mas.% pa do vključno 6 mas.%"
"intrastat_04031039","04031039","Jogurt, drugi, nearomatiziran ali brez dodanega sadja, oreškov ali kakava, z vsebnostjo maščob več kot 6 mas.%"
"intrastat_04031051","04031051","Jogurt, aromatiziran ali z dodatkom sadja, oreškov ali kakava, v prahu, zrnih ali drugih trdnih oblikah, z vsebnostjo mlečnih maščob do vključno 1,5 mas.%"
"intrastat_04031053","04031053","Jogurt, aromatiziran ali z dodatkom sadja, oreškov ali kakava, v prahu, zrnih ali drugih trdnih oblikah, z vsebnostjo mlečnih maščob več kot 1,5 mas.% pa do vključno 27 mas.%"
"intrastat_04031059","04031059","Jogurt, aromatiziran ali z dodatkom sadja, oreškov ali kakava, v prahu, zrnih ali drugih trdnih oblikah, z vsebnostjo mlečnih maščob več kot 27 mas.%"
"intrastat_04031091","04031091","Jogurt, drugi, aromatiziran ali z dodatkom sadja, oreškov ali kakava, z vsebnostjo mlečnih maščob do vključno 3 mas.%"
"intrastat_04031093","04031093","Jogurt, drugi, aromatiziran ali z dodatkom sadja, oreškov ali kakava, z vsebnostjo mlečnih maščob več kot 3 mas.% pa do vključno 6 mas.%"
"intrastat_04031099","04031099","Jogurt, drugi, aromatiziran ali z dodatkom sadja, oreškov ali kakava, z vsebnostjo mlečnih maščob več kot 6 mas.%"
"intrastat_040390","040390","Drugi mlečni izdelki, z ali brez dodatnega sladila, sadja, kakava"
"intrastat_04039011","04039011","Drugi mlečni izdelki, v trdnih oblikah, brez dodanega sladkorja ali drugih sladil, sadja, oreškov ali kakava, z vsebnostjo maščob do vključno 1,5 mas.%"
