"id","name","description"
"intrastat_63013090","63013090","Odeje (razen električnih), potovalne odeje, iz bombaža, druge"
"intrastat_630140","630140","Odeje (razen električnih), potovalne odeje, iz sintetičnih vlaken"
"intrastat_63014010","63014010","Odeje (razen električnih), potovalne odeje, iz sintetičnih vlaken, pletene ali kvačkane"
"intrastat_63014090","63014090","Odeje (razen električnih), potovalne odeje, iz sintetičnih vlaken, druge"
"intrastat_630190","630190","Odeje (razen električnih), potovalne odeje, drugih tekstilnih materialov"
"intrastat_63019010","63019010","Odeje (razen električnih), potovalne odeje, drugih tekstilnih materialov, pleteni ali kvačkani"
"intrastat_63019090","63019090","Odeje (razen električnih), potovalne odeje, drugih tekstilnih materialov, drugi"
"intrastat_6302","6302","Posteljno, namizno, toaletno in kuhinjsko perilo"
"intrastat_63021000","63021000","Perilo, posteljno, pleteno ali kvačkano"
"intrastat_63022100","63022100","Perilo, posteljno, drugo, tiskano, iz bombaža"
"intrastat_630222","630222","Perilo, posteljno, drugo, tiskano, iz umetnih ali sintetičnih vlaken"
"intrastat_63022210","63022210","Perilo, posteljno, drugo, tiskano, iz umetnih ali sintetičnih vlaken, iz netkanih tekstilij"
"intrastat_63022290","63022290","Perilo, posteljno, drugo, tiskano, iz umetnih ali sintetičnih vlaken, drugo"
"intrastat_630229","630229","Perilo, posteljno, drugo, tiskano, iz drugih tekstilnih materialov"
"intrastat_63022910","63022910","Perilo, posteljno, drugo, tiskano, iz drugih tekstilnih materialov, iz lanu ali ramije"
"intrastat_63022990","63022990","Perilo, posteljno, drugo, tiskano, iz drugih tekstilnih materialov, ostalo"
"intrastat_63023100","63023100","Perilo, posteljno, drugo, iz bombaža"
"intrastat_630232","630232","Perilo, posteljno, drugo, iz umetnih ali sintetičnih vlaken"
"intrastat_63023210","63023210","Perilo, posteljno, drugo, iz umetnih ali sintetičnih vlaken, iz netkanih tekstilij"
"intrastat_63023290","63023290","Perilo, posteljno, drugo, iz umetnih ali sintetičnih vlaken, drugo"
"intrastat_630239","630239","Perilo, posteljno, drugo, iz drugih tekstilnih materialov"
"intrastat_63023920","63023920","Perilo, posteljno, drugo, iz drugih tekstilnih materialov, iz lanu ali ramije"
"intrastat_63023990","63023990","Perilo, posteljno, drugo, iz drugih tekstilnih materialov, ostalo"
"intrastat_63024000","63024000","Perilo, namizno, pleteno ali kvačkano"
"intrastat_63025100","63025100","Perilo, namizno, drugo, iz bombaža"
"intrastat_630253","630253","Perilo, namizno, drugo, iz umetnih ali sintetičnih vlaken"
"intrastat_63025310","63025310","Perilo, namizno, drugo, iz umetnih ali sintetičnih vlaken, iz netkanih tekstilij"
"intrastat_63025390","63025390","Perilo, namizno, drugo, iz umetnih ali sintetičnih vlaken, drugo"
"intrastat_630259","630259","Perilo, namizno, drugo, iz drugih tekstilnih materialov"
"intrastat_63025910","63025910","Perilo, namizno, drugo, iz drugih tekstilnih materialov, iz lanu"
"intrastat_63025990","63025990","Perilo, namizno, drugo, iz drugih tekstilnih materialov, drugo"
"intrastat_63026000","63026000","Perilo, toaletno ali kuhinjsko, iz frotirja ali podobne tkanine, bombažno"
"intrastat_63029100","63029100","Perilo, toaletno ali kuhinjsko, drugo, iz bombaža"
"intrastat_630293","630293","Perilo, toaletno ali kuhinjsko, drugo, iz umetnih ali sintetičnih vlaken"
"intrastat_63029310","63029310","Perilo, toaletno ali kuhinjsko, drugo, iz umetnih ali sintetičnih vlaken, iz netkanih tekstilij"
"intrastat_63029390","63029390","Perilo, toaletno ali kuhinjsko, drugo, iz umetnih ali sintetičnih vlaken, drugo"
"intrastat_630299","630299","Perilo, toaletno ali kuhinjsko, drugo, iz drugih tekstilnih materialov"
"intrastat_63029910","63029910","Perilo, toaletno ali kuhinjsko, drugo, iz drugih tekstilnih materialov, iz lanu"
"intrastat_63029990","63029990","Perilo, toaletno ali kuhinjsko, drugo, iz drugih tekstilnih materialov, drugo"
"intrastat_6303","6303","Zavese (vključno draperije) in notranje platnene navojnice, kratke okrasne draperije za okna ali postelje"
"intrastat_63031200","63031200","Zavese in notranje platnene navojnice, pletene, kvačkane, sintetičnih vlaken"
"intrastat_63031900","63031900","Zavese in notranje platnene navojnice, pletene, kvačkane, iz drugih tekstilnih materialov"
"intrastat_63039100","63039100","Zavese in notranje platnene navojnice, druge, iz bombaža"
"intrastat_630392","630392","Zavese in notranje platnene navojnice, druge, iz sintetičnih vlaken"
"intrastat_63039210","63039210","Zavese in notranje platnene navojnice, druge, iz sintetičnih vlaken, iz netkanih tekstilij"
"intrastat_63039290","63039290","Zavese in notranje platnene navojnice, druge, iz sintetičnih vlaken, drugo"
"intrastat_630399","630399","Zavese in notranje platnene navojnice, druge, iz drugih tekstilnih materialov"
"intrastat_63039910","63039910","Zavese in notranje platnene navojnice, druge, iz drugih tekstilnih materialov, iz netkanih tekstilij"
"intrastat_63039990","63039990","Zavese in notranje platnene navojnice, druge, iz drugih tekstilnih materialov, drugo"
"intrastat_6304","6304","Drugi izdelki za notranjo opremo, brez izdelkov iz tar.št. 9404"
"intrastat_63041100","63041100","Pregrinjala, posteljna, pletena ali kvačkana"
"intrastat_630419","630419","Pregrinjala, posteljna, druga"
"intrastat_63041910","63041910","Pregrinjala, posteljna, druga, iz bombaža"
"intrastat_63041930","63041930","Pregrinjala, posteljna, druga, iz lanu ali ramije"
"intrastat_63041990","63041990","Pregrinjala, posteljna, druga, iz drugih tekstilnih materialov"
"intrastat_63049100","63049100","Izdelki za notranjo opremo, drugi, pleteni, kvačkani"
"intrastat_63049200","63049200","Izdelki za notranjo opremo, drugi, iz bombaža, razen pletenih ali kvačkanih"
"intrastat_63049300","63049300","Izdelki za notranjo opremo, drugi, iz sintetičnih vlaken, razen pletenih ali kvačkanih"
"intrastat_63049900","63049900","Izdelki za notranjo opremo, drugi, iz drugih tekstilnih msterialov, razen pletenih ali kvačkanih"
"intrastat_6305","6305","Vreče in vrečke za pakiranje blaga"
"intrastat_630510","630510","Vreče in vrečke za pakiranje blaga, iz jute in drugih tekstilnih ličnatih vlaken iz tar.št. 5303"
"intrastat_63051010","63051010","Vreče in vrečke za pakiranje blaga, iz jute in drugih tekstilnih ličnatih vlaken iz tar.št. 5303, rabljene"
"intrastat_63051090","63051090","Vreče in vrečke za pakiranje blaga, iz jute in drugih tekstilnih ličnatih vlaken iz tar.št. 5303, druge"
"intrastat_63052000","63052000","Vreče in vrečke za pakiranje blaga, iz bombaža"
"intrastat_630532","630532","Vreče, vrečke za pakiranje blaga, iz umetnih ali sintetičnih materialov, fleksibilne vreče (bulk kontejnerji 250 - 3000 kg)"
"intrastat_63053211","63053211","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, fleksibilne vreče, pletene, kvačkane"
"intrastat_63053219","63053219","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, fleksibilne vreče, drugo"
"intrastat_63053290","63053290","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, fleksibilne vreče, druge"
"intrastat_630533","630533","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, druge"
"intrastat_63053310","63053310","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, druge, pletene ali kvačkane"
"intrastat_63053390","63053390","Vreče, vrečke za pakiranje blaga, iz polietilenskih ali polipropilenskih trakov, druge, druge"
"intrastat_63053900","63053900","Vreče, vrečke za pakiranje blaga, iz umetnih ali sintetičnih materialov, druge"
"intrastat_63059000","63059000","Vreče, vrečke za pakiranje blaga, iz drugih tekstilnih materialov"
"intrastat_6306","6306","Ponjave, platnene strehe in zunanje platnene navojnice (tende), šotori, jadra (za plovila, jadralne deske ali suhozemna vozila), izdelki za taborjenje"
"intrastat_63061200","63061200","Ponjave, platnene strehe, zunanje platnene navojnice, iz sintetičnih vlaken"
"intrastat_63061900","63061900","Ponjave, platnene strehe, zunanje platnene navojnice, iz drugih teksilnih materialov"
"intrastat_63062200","63062200","Šotori iz sintetičnih vlaken"
"intrastat_63062900","63062900","Šotori iz drugih teksilnih materialov"
"intrastat_63063000","63063000","Jadra"
"intrastat_63064000","63064000","Napihljive blazine"
"intrastat_63069000","63069000","Izdelki za taborjenje, drugi"
"intrastat_6307","6307","Drugi gotovi tekstilni izdelki, vključno z modnimi kroji za oblačila"
"intrastat_630710","630710","Krpe za tla, posodo, prah in podobne krpe za čiščenje"
"intrastat_63071010","63071010","Krpe za tla, posodo, prah in podobne krpe za čiščenje, pletene ali kvačkane"
"intrastat_63071030","63071030","Krpe za tla, posodo, prah in podobne krpe za čiščenje, iz netkanega tekstila"
"intrastat_63071090","63071090","Krpe za tla, posodo, prah in podobne krpe za čiščenje, druge"
"intrastat_63072000","63072000","Jopiči in pasovi, reševalni"
"intrastat_630790","630790","Gotovi izdelki, drugi"
"intrastat_63079010","63079010","Gotovi izdelki, drugi, pleteni ali kvačkani"
"intrastat_63079091","63079091","Gotovi izdelki, drugi, iz klobučevine"
"intrastat_63079092","63079092","Draperije za enkratno uporabo, izdelane iz materialov iz tarifne številke 5603, ki se uporabljajo med kirurškimi posegi"
"intrastat_63079098","63079098","Drugi gotovi tekstilni izdelki, vključno z modnimi kroji za oblačila, drugi, drugi, drugi, ostali (razen draperije za enkratno uporabo, izdelane iz materialov iz tar. št. 5603, ki se uporabljajo med kirurškimi posegi)"
"intrastat_63080000","63080000","Garniture, ki so sestavljene iz tkanin in preje, za izdelavo preprog in pregrinjal, tapiserij, vezenih namiznih prtov in serviet ali podobnih izdelkov, za prodajo na drobno"
"intrastat_63090000","63090000","Ponošena - izrabljena oblačila in drugi izrabljeni tekstilni izdelki"
"intrastat_6310","6310","Krpe, motvozi, vrvi, konopci in prameni v obliki odpadkov iz tekstilnih materialov ali neuporabnih izdelkov, iz tekstilnega materiala"
"intrastat_63101000","63101000","Krpe, motvozi, vrvi, konopci in prameni v obliki odpadkov iz tekstilnih materialov, sortirani"
"intrastat_63109000","63109000","Krpe, motvozi, vrvi, konopci in prameni v obliki odpadkov iz tekstilnih materialov, drugo"
"intrastat_64","64","Obutev, gamaše in podobni izdelki, deli teh izdelkov"
"intrastat_6401","6401","Nepremočljiva obutev s podplati in zgornjim delom iz kavčuka, gume ali plastične mase, katere zgornji del ni pritrjen na podplat in ne spojen z njim s šivanjem"
"intrastat_64011000","64011000","Nepremočljiva obutev, z gumijastim in plastičnim podplatom in licem, s kovinsko kapico"
"intrastat_640192","640192","Obutev, katere zgornji del ni pritrjen, do kolen"
"intrastat_64019210","64019210","Obutev, katere zgornji del ni pritrjen, do kolen, z zgornjim delom iz gume"
"intrastat_64019290","64019290","Obutev, katere zgornji del ni pritrjen, do kolen, z zgornjim delom iz plastične mase"
"intrastat_64019900","64019900","Obutev, katere zgornji del ni pritrjen, druga"
"intrastat_6402","6402","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase"
"intrastat_640212","640212","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, športna obutev"
"intrastat_64021210","64021210","Čevlji za smučanje, tek na smučeh, s podplati in zgornjim delom iz gume ali plastične mase"
"intrastat_64021290","64021290","Čevlji za smučanje na deski (svowboard), s podplati in zgornjim delom iz gume ali plastične mase"
"intrastat_64021900","64021900","Športna obutev, s podplati in zgornjim delom iz gume ali plastične mase, druga"
"intrastat_64022000","64022000","Obutev s podplati iz gume ali plastične mase, zgornji del iz trakov ali jermenov, z čepi"
"intrastat_640291","640291","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, ki pokriva gležnje"
"intrastat_64029110","64029110","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, ki pokriva gležnje, s kovinsko kapico"
"intrastat_64029190","64029190","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, ki pokriva gležnje, druga"
"intrastat_640299","640299","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, druga"
"intrastat_64029905","64029905","Druga obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, s kovinsko kapico"
"intrastat_64029910","64029910","Obutev s podplati iz gume ali plastične mase, druga, zgornji del iz gume"
"intrastat_64029931","64029931","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, s sprednjikom iz paščkov, s podplatom in peto nad 3cm"
"intrastat_64029939","64029939","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, s sprednjikom iz paščkov, druga"
"intrastat_64029950","64029950","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, copati in druga hišna obutev"
"intrastat_64029991","64029991","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, druga, z notranjkom dolžine pod 24 cm"
"intrastat_64029993","64029993","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, druga, z notranjkom dolžine 24 cm in več, ni ločljiva na moško in žensko"
"intrastat_64029996","64029996","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, druga, z notranjkom dolžine 24 cm in več, moška"
"intrastat_64029998","64029998","Obutev s podplati in zgornjim delom iz gume ali plastične mase, druga, druga, z notranjkom dolžine 24 cm in več, ženska"
"intrastat_6403","6403","Obutev s podplati iz gume, plastične mase, usnja ali umetnega usnja in z zgornjim delom iz usnja"
"intrastat_64031200","64031200","Čevlji za smučanje, tek na smučeh, snowboard, s podplati iz gume, plastične mase, usnja ali umetnega usnja in z zgornjim delom iz usnja"
"intrastat_64031900","64031900","Športna obutev s podplati iz gume, plastične mase, usnja ali umetnega usnja in z zgornjim delom iz usnja, druga"
"intrastat_64032000","64032000","Obutev z usnjenim podplatom in zgornjim delom iz usnjenih trakov, ki gredo čez nart in okrog palca"
"intrastat_64034000","64034000","Obutev s podplati iz gume, plastične mase, usnja ali umetnega usnja, usnjenim licem, s kovinsko kapico"
"intrastat_640351","640351","Obutev z usnjenim podplatom, pokriva gležnje"
"intrastat_64035105","64035105","Obutev z usnjenim podplatom, pokriva gležnje, izdelano z lesenim jedrom v podplatu brez notranjega podplata"
"intrastat_64035111","64035111","Obutev z usnjenim podplatom, pokriva gležnje, ne meč, z notranjki dolžine pod 24 cm"
"intrastat_64035115","64035115","Obutev z usnjenim podplatom, pokriva gležnje, ne meč, z notranjki dolžine 24 cm in več, moška"
"intrastat_64035119","64035119","Obutev z usnjenim podplatom, pokriva gležnje, ne meč, z notranjki dolžine 24 cm in več, ženska"
"intrastat_64035191","64035191","Obutev z usnjenim podplatom, pokriva gležnje, druga, z notranjki dolžine do 24 cm"
"intrastat_64035195","64035195","Obutev z usnjenim podplatom, pokriva gležnje, druga, z notranjki dolžine 24 cm in več, moška"
"intrastat_64035199","64035199","Obutev z usnjenim podplatom, pokriva gležnje, druga, z notranjki dolžine 24 cm in več, ženska"
"intrastat_640359","640359","Obutev z usnjenim podplatom, druga"
"intrastat_64035905","64035905","Obutev z usnjenim podplatom, druga, izdelano z lesenim jedrom v podplatu brez notranjega podplata"
"intrastat_64035911","64035911","Obutev z usnjenim podplatom, druga, zgornji del iz paščkov, s podplatom in peto nad 3 cm"
"intrastat_64035931","64035931","Obutev z usnjenim podplatom, druga, zgornji del iz paščkov, z notranjki dolžine pod 24 cm"
"intrastat_64035935","64035935","Obutev z usnjenim podplatom, druga, zgornji del iz paščkov, z notranjki dolžine 24 cm ali več, moška"
"intrastat_64035939","64035939","Obutev z usnjenim podplatom, druga, zgornji del iz paščkov, z notranjki dolžine 24 cm ali več, ženska"
"intrastat_64035950","64035950","Obutev z usnjenim podplatom, druga, copati in druga hišna obutev"
"intrastat_64035991","64035991","Obutev z usnjenim podplatom, druga, z notranjki dolžine dolžine pod 24 cm"
"intrastat_64035995","64035995","Obutev z usnjenim podplatom, druga, z notranjki dolžine dolžine 24 cm in več, moška"
"intrastat_64035999","64035999","Obutev z usnjenim podplatom, druga, z notranjki dolžine dolžine 24 cm in več, ženska"
"intrastat_640391","640391","Obutev, ki pokriva gležnje"
"intrastat_64039105","64039105","Obutev, ki pokriva gležnje, izdelano z lesenim jedrom v podplatu brez notranjega podplata"
"intrastat_64039111","64039111","Obutev, ki pokriva gležnje, ne goleni, z notranjki dolžine dolžine pod 24 cm"
"intrastat_64039113","64039113","Obutev, ki pokriva gležnje, ne goleni, z notranjki dolžine dolžine 24 cm in več, neločljiva na moško ali žensko"
"intrastat_64039116","64039116","Obutev, ki pokriva gležnje, ne goleni, z notranjki dolžine dolžine 24 cm in več, moška"
"intrastat_64039118","64039118","Obutev, ki pokriva gležnje, ne goleni, z notranjki dolžine dolžine 24 cm in več, ženska"
"intrastat_64039191","64039191","Obutev, ki pokriva gležnje, druga, z notranjki dolžine dolžine pod 24 cm"
"intrastat_64039193","64039193","Obutev, ki pokriva gležnje, druga, z notranjki dolžine dolžine 24 cm ali več, neločljiva na moško ali žensko"
"intrastat_64039196","64039196","Obutev, ki pokriva gležnje, druga, z notranjki dolžine dolžine 24 cm ali več, moška"
"intrastat_64039198","64039198","Obutev, ki pokriva gležnje, druga, z notranjki dolžine dolžine 24 cm ali več, ženska"
"intrastat_640399","640399","Obutev z oglavom iz usnja, druga"
"intrastat_64039905","64039905","Obutev z oglavom iz usnja, druga, izdelano z lesenim jedrom v podplatu brez notranjega podplata"
"intrastat_64039911","64039911","Obutev z oglavom iz usnja, druga, s sprednjikom iz paščkov, s podplatom in peto višjo od 3 cm"
"intrastat_64039931","64039931","Obutev z oglavom iz usnja, druga, s sprednjikom iz paščkov, z notranjki dolžine pod 24 cm"
"intrastat_64039933","64039933","Obutev z oglavom iz usnja, druga, s sprednjikom iz paščkov, z notranjki dolžine 24 cm ali več, neločljiva na moško ali žensko"
"intrastat_64039936","64039936","Obutev z oglavom iz usnja, druga, s sprednjikom iz paščkov, z notranjki dolžine 24 cm ali več, moška"
"intrastat_64039938","64039938","Obutev z oglavom iz usnja, druga, s sprednjikom iz paščkov, z notranjki dolžine 24 cm ali več, ženska"
"intrastat_64039950","64039950","Obutev z oglavom iz usnja, druga, copati ali druga hišna obutev"
"intrastat_64039991","64039991","Obutev z oglavom iz usnja, druga, z notranjki dolžine dolžine pod 24 cm"
"intrastat_64039993","64039993","Obutev z oglavom iz usnja, druga, z notranjki dolžine dolžine 24 cm in več, neločljiva na moško ali žensko"
"intrastat_64039996","64039996","Obutev z oglavom iz usnja, druga, z notranjki dolžine dolžine 24 cm in več, moška"
"intrastat_64039998","64039998","Obutev z oglavom iz usnja, druga, z notranjki dolžine dolžine 24 cm in več, ženska"
"intrastat_6404","6404","Obutev s podplati iz gume, plastične mase, iz usnja ali umetnega usnja in z zgornjim delom iz tekstilnih materialov"
"intrastat_64041100","64041100","Športna obutev, iz tekstila, z gumijastim in plastičnim podplatom"
"intrastat_640419","640419","Obutev iz tekstila, druga, z gumijastim in plastičnim podplatom"
"intrastat_64041910","64041910","Obutev iz tekstila, druga, z gumijastim in plastičnim podplatom, copati in druga hišna obutev"
"intrastat_64041990","64041990","Obutev iz tekstila, druga, z gumijastim in plastičnim podplatom, ostalo"
"intrastat_640420","640420","Obutev iz tekstila, s podplati iz usnja ali umetnega usnja"
"intrastat_64042010","64042010","Obutev iz tekstila, s podplati iz usnja ali umetnega usnja, copati in druga hišna obutev"
"intrastat_64042090","64042090","Obutev iz tekstila, s podplati iz usnja ali umetnega usnja, ostala"
"intrastat_6405","6405","Druga obutev"
"intrastat_64051000","64051000","Obutev z zgornjim delom iz naravnega ali umetnega usnja, druga"
"intrastat_640520","640520","Obutev z zgornjim delom iz tekstila, druga"
"intrastat_64052010","64052010","Obutev z zgornjim delom iz tekstila, druga, s podplatom iz lesa ali plute"
"intrastat_64052091","64052091","Obutev z zgornjim delom iz tekstila, druga, s podplatom iz drugih materialov, copati in hišna obutev"
"intrastat_64052099","64052099","Obutev z zgornjim delom iz tekstila, druga, s podplatom iz drugih materialov, druga"
"intrastat_640590","640590","Obutev, druga"
"intrastat_64059010","64059010","Obutev, druga, s podplati iz kavčuka, gume, plastične mase, usnja ali umetnega usnja"
"intrastat_64059090","64059090","Obutev, druga, s podplati iz drugih materialov"
"intrastat_6406","6406","Deli obutve (vključno zgornji deli, ki so pritrjeni na podplat ali ne, razen na zunanji podplat), vložki za obutev, vstavki za pete in podobni izdelki, gamaše in podobni izdelki"
"intrastat_640610","640610","Deli obutve, zgornji (oglav) in deli zgornjega dela, razen opetnikov"
"intrastat_64061010","64061010","Deli obutve, zgornji (oglav) in deli zgornjega dela, razen opetnikov, iz usnja"
"intrastat_64061090","64061090","Deli obutve, zgornji (oglav) in deli zgornjega dela, iz drugih materialov"
"intrastat_640620","640620","Deli obutve, podplati in pete, iz kavčuka, gume ali plastične mase"
"intrastat_64062010","64062010","Deli obutve, podplati in pete, iz gume"
"intrastat_64062090","64062090","Deli obutve, podplati in pete, iz plastične mase"
"intrastat_640690","640690","Deli obutve, vložki za obutev"
"intrastat_64069030","64069030","Deli obutve, vložki za obutev, kompleti zgornjih delov, pritrjeni na notranje ali druge dele podplatov, vendar brez zunanjih podplatov"
"intrastat_64069050","64069050","Deli obutve, vložki za obutev, vložki in drugi zamenljivi dodatki"
"intrastat_64069060","64069060","Deli obutve, vložki za obutev, podplati iz usnja ali umetnega usnja"
"intrastat_64069090","64069090","Deli obutve, vložki za obutev, drugo"
"intrastat_65","65","Klobuki, kape in druga pokrivala ter njihovi deli"
"intrastat_65010000","65010000","Tulci, stožci in podobni izdelki iz klobučevine, neoblikovani in brez oboda, krogi in cilindri (vključno z rezanimi cilindri) iz klobučevine"
"intrastat_65020000","65020000","Tulci, stožci in podobni izdelki, pleteni ali izdelani s sestavljanjem trakov iz katerega koli materiala, neoblikovani in brez oboda, nepodloženi in neokrašeni"
"intrastat_65040000","65040000","Klobuki in druga pokrivala, pleteni ali izdelani s sestavljanjem trakov iz katerega koli materiala, vključno tudi podloženi ali okrašeni"
"intrastat_650500","650500","Klobuki in druga pokrivala,pleteni ali kvačkani ali izdelani iz čipke,klobučevine,drugih tekstilnih metražnih materialov (razen iz trakov), vključno s podloženimi ali okrašenimi,mrežice za lase iz kakršnega koli materiala, vključno podložene ali okrašene"
"intrastat_65050010","65050010","Klobuki in druga pokrivala, vključno s podloženimi ali okrašenimi, mrežice za lase, vključno podložene ali okrašene, iz klobučevine(iz krzna ali krzna in volne), iz tulcev,stožcev ali drugih izdelkov iz tar. št. 6501"
"intrastat_65050030","65050030","Kape s ščitkom"
"intrastat_65050090","65050090","Klobuki in druga pokrivala, vključno s podloženimi ali okrašenimi, mrežice za lase, vključno podložene ali okrašene, druge, druge (razen kap s ščitkom)"
"intrastat_6506","6506","Druga pokrivala, vključno podložena ali okrašena"
"intrastat_650610","650610","Zaščitna pokrivala"
"intrastat_65061010","65061010","Zaščitna pokrivala, iz plastične mase"
"intrastat_65061080","65061080","Zaščitna pokrivala, iz drugih materialov"
"intrastat_65069100","65069100","Pokrivala iz gume, kavčuka ali plastične mase"
"intrastat_650699","650699","Pokrivala iz drugih materialov"
"intrastat_65069910","65069910","Pokrivala iz drugih mat., iz klobučevine, izd. iz krzna, ali iz klobučevine, izdel. iz volne in krzna, izdel. iz tulcev, stožcev ali drugih izd. iz tar. št. 6501"
"intrastat_65069990","65069990","Pokrivala iz drugih materialov, drugo"
"intrastat_65070000","65070000","Trakovi za notranje obrobljanje, podloge, prevleke, osnove in ogrodja, ščitniki za oči in podbradniki, za pokrivala"
"intrastat_66","66","Dežniki, sončniki, sprehajalne palice, palice-stolčki, biči, korobači in njihovi deli"
"intrastat_6601","6601","Dežniki in sončniki (vključno palice-dežniki, vrtni dežniki in podobni dežniki)"
"intrastat_66011000","66011000","Vrtni in podobni dežniki sončniki"
"intrastat_66019100","66019100","Dežniki in sončniki, teleskopski"
"intrastat_660199","660199","Dežniki in sončniki, drugi"
"intrastat_66019920","66019920","Dežniki in sončniki, drugi, s prevleko iz tkanih tekstilnih materialov"
"intrastat_66019990","66019990","Dežniki in sončniki, drugi, ostali"
"intrastat_66020000","66020000","Palice, palice-stolčki, biči, korobači in pa drugo"
"intrastat_6603","6603","Deli, okraski in pribor izdelkov iz tar.št. 6601, 6602"
"intrastat_66032000","66032000","Ogrodja za dežnike, vštevši montirana ogrodja na palicah"
"intrastat_660390","660390","Deli, okraski in pribor izdelkov iz tar.št. 6601, 6602, drugo"
"intrastat_66039010","66039010","Deli, okraski in pribor izdelkov iz tar.št. 6601, 6602, drugo, držala in gumbi"
"intrastat_66039090","66039090","Deli, okraski in pribor izdelkov iz tar.št. 6601, 6602, drugo, drugo"
"intrastat_67","67","Preparirano perje in puh in izdelki iz perja in puha, umetno cvetje, lasuljarski izdelki"
"intrastat_67010000","67010000","Kože in drugi deli ptic z njihovim perjem in puhom, perje, deli perja, puh in izdelki iz njih (razen izdelkov iz tar.št. 0505 in obdelanih peresnih tulcev iz perja)"
"intrastat_6702","6702","Umetno cvetje, listje in sadeži in njihovi deli, izdelki, izdelani iz umetnega cvetja, listja ali sadežev"
"intrastat_67021000","67021000","Umetno cvetje, listje, sadje, iz plastičnih mas"
"intrastat_67029000","67029000","Umetno cvetje, listje, sadje, iz drugih materialov"
"intrastat_67030000","67030000","Človeški lasje, urejeni, stanjšani, beljeni ali drugače obdelani, volna, dlaka ali drugi tekstilni materiali, pripravljeni za uporabo pri izdelavi lasulj in podobnih izdelkov"
"intrastat_6704","6704","Lasulje, umetne brade, obrvi, trepalnice, kite in pa drugo iz človeških las, živalske dlake ali drugih tekstilnih materialov, izdelki iz človeških las, drugje neomenjene"
"intrastat_67041100","67041100","Lasulje iz sintetičnih tekstilnih materialov"
"intrastat_67041900","67041900","Umetne brade, obrvi, trepalnice in pa drugo, iz sintetičnih tekstilnih materialov"
"intrastat_67042000","67042000","Lasulje, umetne brade, obrvi, trepalnice, iz človeških las"
"intrastat_67049000","67049000","Lasulje, umetne brade, obrvi, trepalnice, iz drugih materialov"
"intrastat_68","68","Izdelki iz kamna, sadre, cementa, betona, azbesta, sljude ali podobnih materialov, keramični izdelki, steklo in stekleni izdelki"
"intrastat_68010000","68010000","Kocke za tlakovanje, robniki in plošče za pločnike iz naravnega kamna (razen iz skrilavcev)"
"intrastat_6802","6802","Obdelan kamen za spomenike in stavbe (razen iz skrilavcev) in izdelki iz njega, kockice za mozaik, zrna, prah, iz naravnega kamna (vključno iz skrilavcev)"
"intrastat_68021000","68021000","Plošče, kocke in podobni izdelki iz naravnega kamna, granule, prah"
"intrastat_68022100","68022100","Kamen za spomenike in stavbe, grobo rezan ali razžagan, marmor, travertin in alabaster"
"intrastat_68022300","68022300","Kamen za spomenike in stavbe, grobo rezan ali razžagan, granit"
"intrastat_68022900","68022900","Kamen za spomenike in stavbe, grobo rezan ali razžagan, drug"
"intrastat_68029100","68029100","Marmor, travertin in alabaster, oblikovan"
"intrastat_68029200","68029200","Kamen za spomenike in stavbe, oblikovan, drug apnenčen kamen"
"intrastat_680293","680293","Kamen za spomenike in stavbe, oblikovan, granit"
"intrastat_68029310","68029310","Kamen za spomenike in stavbe, oblikovan, vendar ne klesan, granit, poliran, mase 10 kg ali več"
"intrastat_68029390","68029390","Kamen za spomenike in stavbe, oblikovan, granit, drug"
"intrastat_680299","680299","Kamen za spomenike in stavbe, oblikovan, drug"
"intrastat_68029910","68029910","Kamen za spomenike in stavbe, oblikovan, vendar ne klesan, drug, poliran, mase 10 kg ali več"
"intrastat_68029990","68029990","Kamen za spomenike in stavbe, oblikovan, drug, ostalo"
"intrastat_680300","680300","Skrilavec, obdelan, izdelki iz skrilavca ali aglomeriranega skrilavca"
"intrastat_68030010","68030010","Strešne in zidne plošče iz skrilavca ali aglomeriranega skrilavca"
"intrastat_68030090","68030090","Skrilavec, obdelan, izdelki iz skrilavca ali aglomeriranega skrilavca, drugo (razen strešnih in zidnih plošč)"
